Id,Name,CourseCode,CourseUnit,Semester,Description,courseCategory,DegreeId,DepartmentId,LevelId,Status,Prerequisite,InstitutionProviderId,CreatedDate,UpdatedDate
1664,Introduction to International Relations,HIS1108,3,1,,0,2,18,1,,,,1900-01-01,1900-01-02
1665,Introduction to International Law,HIS1109,3,1,,2,2,18,1,,,,1900-01-01,1900-01-02
1666,Introduction to International Relations,HIS111,3,1,,0,2,18,1,,,,1900-01-01,1900-01-02
1667,Introduction to Foreign Policy,HIS112,3,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1668,Introduction to History,HIS113,3,1,,0,2,18,1,,,,1900-01-01,1900-01-02
1669,Introduction to Strategic Studies,HIS114,2,2,,2,2,18,1,,,,1900-01-01,1900-01-02
1670,Introduction to International Law,HIS115,2,1,,2,2,18,1,,,,1900-01-01,1900-01-02
1671,Introduction to Economic History,HIS116,2,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1672,History of Human Evolution,HIS117,2,1,,0,2,18,1,,,,1900-01-01,1900-01-02
1673,History of West Africa from 1000 A.D to 1500,HIS118,3,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1674,Major World Civilizations,HIS119,2,1,,0,2,18,1,,,,1900-01-01,1900-01-02
1675, Archaeology of Nigeria,HIS120,2,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1676,Introduction to Archaeology,HIS1201,3,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1677,History of West Africa from 1500 to the Present,HIS1202,3,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1678,Foundation of European Civilization 800-1500,HIS1203,3,2,,1,2,18,1,,,,1900-01-01,1900-01-02
1679,Major World Civilizations,HIS1204,3,2,,1,2,18,1,,,,1900-01-01,1900-01-02
1680,Field Archaeology,HIS1205,3,2,,2,2,18,1,,,,1900-01-01,1900-01-02
1681,Introduction to Foreign Policy,HIS1206,3,2,,2,2,18,1,,,,1900-01-01,1900-01-02
1682,Africans in the Diaspora from Antiquity,HIS122,2,2,,0,2,18,1,,,,1900-01-01,1900-01-02
1683,Introduction to International Organization,HIS124,2,2,,2,2,18,1,,,,1900-01-01,1900-01-02
1684,Africa and European Imperialism,HIS2101,3,1,,0,2,18,2,,,,1900-01-01,1900-01-02
1685,Economic History of West Africa Since 1800,HIS2102,3,1,,0,2,18,2,,,,1900-01-01,1900-01-02
1686,Themes in Global HIstory,HIS2103,3,1,,0,2,18,2,,,,1900-01-01,1900-01-02
1687,Nigeria Since Independence,HIS2104,3,1,,0,2,18,2,,,,1900-01-01,1900-01-02
1688,History of Christianity in Nigeria,HIS2105,3,1,,2,2,18,2,,,,1900-01-01,1900-01-02
1689,U.S.A from Colony to Nationhood,HIS2106,3,1,,1,2,18,2,,,,1900-01-01,1900-01-02
1690,Conflict and Security in International Relations,HIS2107,2,1,,0,2,18,2,,,,1900-01-01,1900-01-02
1691,African Political Ideas,HIS2201,3,2,,0,2,18,2,,,,1900-01-01,1900-01-02
1692,"Modern European History,1815 to Present",HIS2202,3,2,,0,2,18,2,,,,1900-01-01,1900-01-02
1693,"Latin America,1492-1825",HIS2203,3,2,,0,2,18,2,,,,1900-01-01,1900-01-02
1694,French Language  and Literature,HIS2204,3,2,,0,2,18,2,,,,1900-01-01,1900-01-02
1695,History of East and Central Africa since 1800,HIS2205,3,2,,2,2,18,2,,,,1900-01-01,1900-01-02
1696,Issues in International Politics: An Introduction,HIS2206,3,2,,2,2,18,2,,,,1900-01-01,1900-01-02
1697,Issues in Strategic Studies,HIS2208,3,2,,0,2,18,2,,,,1900-01-01,1900-01-02
1698,Nigeria: Inter-Group Relations,HIS3101,3,1,,0,2,18,3,,,,1900-01-01,1900-01-02
1699,Introduction to Histography,HIS3102,3,1,,0,2,18,3,,,,1900-01-01,1900-01-02
1700,Problems of Nation Building in Africa Since Independence,HIS3103,3,1,,0,2,18,3,,,,1900-01-01,1900-01-02
1701,Economic History of Nigeria Since 1945,HIS3104,3,1,,2,2,18,3,,,,1900-01-01,1900-01-02
1702,North Africa 1800-1914,HIS3105,3,1,,2,2,18,3,,,,1900-01-01,1900-01-02
1703,History Research and Methodology,HIS3106,3,1,,0,2,18,3,,,,1900-01-01,1900-01-02
1704,International Economic Relations,HIS3107,3,1,,0,2,18,3,,,,1900-01-01,1900-01-02
1705,Theories of International Relations,HIS3108,3,1,,0,2,18,3,,,,1900-01-01,1900-01-02
1706,History of South Africa from C.1500 to the Present,HIS3201,3,2,,0,2,18,3,,,,1900-01-01,1900-01-02
1707,Modern Political Ideas,HIS3202,3,2,,0,2,18,3,,,,1900-01-01,1900-01-02
1708,"International Relations between the Wars,1919-1945",HIS3203,3,2,,2,2,18,3,,,,1900-01-01,1900-01-02
1709,Elements of Government,HIS3204,3,2,,2,2,18,3,,,,1900-01-01,1900-01-02
1710,China from the Cultural Revolution to the present,HIS3205,3,2,,2,2,18,3,,,,1900-01-01,1900-01-02
1711,History of Japan since 1868,HIS3206,3,2,,2,2,18,3,,,,1900-01-01,1900-01-02
1712,From the USSR to Russia,HIS3207,3,2,,2,2,18,3,,,,1900-01-01,1900-01-02
1713,Diplomatic Practice / Field Trip,HIS3208,3,2,,0,2,18,3,,,,1900-01-01,1900-01-02
1714,Nigeria's Foreign Policy Since Independence,HIS4101,3,1,,0,2,18,4,,,,1900-01-01,1900-01-02
1715,International Politics on the World Stage since 1945,HIS4102,3,1,,0,2,18,4,,,,1900-01-01,1900-01-02
1716,Special Paper (b),HIS4103,4,1,,0,2,18,4,,,,1900-01-01,1900-01-02
1717,Land and Labour in Africa,HIS4104,3,1,,0,2,18,4,,,,1900-01-01,1900-01-02
1718,Contemporary History of the Middle East(1878-Present),HIS4105,3,1,,2,2,18,4,,,,1900-01-01,1900-01-02
1719,From OAU to African Union 1963-2001,HIS4201,3,2,,0,2,18,4,,,,1900-01-01,1900-01-02
1720,Research Project/Long Essay,HIS4202,6,2,,0,2,18,4,,,,1900-01-01,1900-01-02
1721,Europe: From the European Economic Community to European Union,HIS4203,3,2,,2,2,18,4,,,,1900-01-01,1900-01-02
1722,Economic History of Nigeria since 1945-1999,HIS4204,3,2,,2,2,18,4,,,,1900-01-01,1900-01-02
1723,Third World Countries in International Relations,HIS4205,3,2,,0,2,18,4,,,,1900-01-01,1900-01-02
1724,Industrial Drawing,ICM2103,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
1725,Analytical Chemistry I,ICM213,2,1,,0,2,25,2,,,,1900-01-01,1900-01-02
1726,Basic Principles of Chemical Process,ICM2201,1,2,,0,2,25,2,,,,1900-01-01,1900-01-02
1727,Basic Principles of Chemical Process,ICM2201,1,2,,0,2,25,2,,,,1900-01-01,1900-01-02
1728,Basic Principles of Chemical Process,ICM2202,1,2,,0,2,25,2,,CHM1103,,1900-01-01,1900-01-02
1729,Introduction to Material Science,ICM2235,2,2,,0,2,25,2,,,,1900-01-01,1900-01-02
1730,Industrial Drawing,ICM2236,2,2,,0,2,25,2,,,,1900-01-01,1900-01-02
1731,Process Science I,ICM251,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
1732,Process Science II,ICM252,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
1733,Petroleum Chemistry,ICM305,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1734,Polymer Chemistry,ICM306,2,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1735,Physical Chemistry II,ICM3101,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1736,Inorganic Chemistry II,ICM3102,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1737,Separation Methods of Analysis,ICM3103,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1738,Industrial Raw Materials Resource Inventory,ICM3104,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1739,Heat Transfer,ICM3105,2,1,,1,2,25,3,,,,1900-01-01,1900-01-02
1740,Petroleum Chemistry,ICM3106,2,1,,1,2,25,3,,,,1900-01-01,1900-01-02
1741,Environmental Chemistry,ICM3107,2,1,,1,2,25,3,,,,1900-01-01,1900-01-02
1742,Management and Chemical Industry I,ICM3108,2,1,,1,2,25,3,,,,1900-01-01,1900-01-02
1743,Applied Chemical Thermodynamics and Kinetics,ICM3121,2,1,,0,2,25,3,,CHM2103,,1900-01-01,1900-01-02
1744,Heat Transfer,ICM3123,2,1,,0,2,25,3,,CHM2103,,1900-01-01,1900-01-02
1745, Inorganic Chemistry III,ICM3125,2,1,,0,2,25,3,,CHM2103,,1900-01-01,1900-01-02
1746,Experimental Inorganic Chemistry III,ICM3126,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1747,Organic Chemistry III,ICM3131,2,1,,0,2,25,3,,CHM2202,,1900-01-01,1900-01-02
1748,Basic Concepts in Drug Design,ICM3132,2,1,,2,2,25,3,,,,1900-01-01,1900-01-02
1749,Metallurgy and Metal Fabrication,ICM3141,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1750,Electrochemistry,ICM3142,2,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1751,Petroleum Chemistry,ICM3143,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1752,Experimental Organic Chemistry III,ICM3145,1,1,,0,2,25,3,,CHM2202,,1900-01-01,1900-01-02
1753,Unit Operations,ICM3146,3,2,,0,2,25,3,,CHM2103,,1900-01-01,1900-01-02
1754,Dye Stuff Chemistry,ICM3147,2,1,,2,2,25,3,,CHM2202,,1900-01-01,1900-01-02
1755,Instrumental Method of Analysis,ICM3148,2,1,,0,2,25,3,,CHM2113,,1900-01-01,1900-01-02
1756,Experimental Physical Chemistry III,ICM3149,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1757,Environmental Chemistry,ICM3150,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1758,Industrial Raw Material Resources Inventory I,ICM317,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1759,Management and Chemical Industry I,ICM318,2,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1760,Glass Blowing Practical,ICM319,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
1761,Organic Chemistry II,ICM3201,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1762,Applied Spectroscopy,ICM3202,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1763,Polymer Chemistry,ICM3203,3,2,,1,2,25,3,,,,1900-01-01,1900-01-02
1764,Colour and Textile Chemistry,ICM3204,3,2,,1,2,25,3,,,,1900-01-01,1900-01-02
1765,Management and Chemical Industry II,ICM3205,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
1766,Macromolecular Chemistry II,ICM3206,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
1767,Unit Operation,ICM3207,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
1768,Atomic and Molecular Structure and Symmetry,ICM3208,3,2,,2,2,25,3,,,,1900-01-01,1900-01-02
1769,Indutrial Training,ICM3223,15,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1770,SIWES II,ICM3299,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1771,Industrial Attachment I (12 Weeks),ICM399,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
1772,Seminar in Chemistry,ICM400,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1773,Research Project,ICM401,6,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1774,Seminar ,ICM4101,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1775,Analytical Chemistry II,ICM4102,2,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1776,Organic Synthesis,ICM4103,2,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1777,Electrochemistry,ICM4104,2,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1778,Reaction Kinetics,ICM4105,2,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1779,Chemical Literature,ICM4106,1,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1780,Chemistry of Industrial Processes,ICM4107,3,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1781,Food Chemistry,ICM4108,3,1,,1,2,25,4,,,,1900-01-01,1900-01-02
1782,Medicinal Chemistry,ICM4109,3,1,,2,2,25,4,,,,1900-01-01,1900-01-02
1783,Analytical Chemistry II,ICM4123,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1784,Industrial Methodology,ICM4124,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1785,Organic Synthesis,ICM4125,2,1,,2,2,25,4,,,,1900-01-01,1900-01-02
1786,Quality Control,ICM4126,2,1,,0,2,25,4,,ICM3230,,1900-01-01,1900-01-02
1787,Seminar,ICM4127,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1788,Medicinal Chemistry,ICM4139,2,1,,2,2,25,4,,ICM3131,,1900-01-01,1900-01-02
1789,Industrial Chemistry Laboratory,ICM4140,1,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1790,Industrial Chemistry Laboratory II,ICM4141,2,1,,0,2,25,4,,ICM3244,,1900-01-01,1900-01-02
1791,Manageemnt and Chemical Industry I,ICM4143,2,1,,0,2,25,4,,ICM3121,,1900-01-01,1900-01-02
1792,Surface Technology,ICM4145,2,1,,2,2,25,4,,,,1900-01-01,1900-01-02
1793,Element of Food Science and Technology,ICM4148,2,1,,2,2,25,4,,CHM2202,,1900-01-01,1900-01-02
1794,Colour and Textile Chemistry,ICM4150,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1795,Process Science I,ICM4153,3,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1796,Chemical Literature,ICM4154,1,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1797,Special Project,ICM4199,6,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1798,Physical Organic Chemistry,ICM4201,2,2,,1,2,25,4,,,,1900-01-01,1900-01-02
1799,Special Laboratory Methods,ICM4202,3,2,,1,2,25,4,,,,1900-01-01,1900-01-02
1800,Structure and Coordinate Chemistry,ICM4203,3,2,,1,2,25,4,,,,1900-01-01,1900-01-02
1801,Chemical Process Technology,ICM4204,3,2,,1,2,25,4,,,,1900-01-01,1900-01-02
1802,Po;ymer Technology,ICM4205,2,2,,1,2,25,4,,,,1900-01-01,1900-01-02
1803,Agrochemical and Chemotherapeutic Agents,ICM4206,3,2,,2,2,25,4,,,,1900-01-01,1900-01-02
1804,Entrepreneurial for Industrial Chemistry,ICM422,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1805,Industrial Methodology,ICM4224,3,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1806,Analytical Chemistry II,ICM4226,2,2,,0,2,25,4,,ICM2113,,1900-01-01,1900-01-02
1807,Detergent and Cosmetic Chemistry,ICM4228,2,2,,2,2,25,4,,,,1900-01-01,1900-01-02
1808,Fertilizers and Agrochemicals,ICM4238,2,2,,2,2,25,4,,ICM2202,,1900-01-01,1900-01-02
1809,Process Science II,ICM4240,3,2,,0,2,25,4,,ICM3236,,1900-01-01,1900-01-02
1810,Industrial Raw Materials Resources Inventory,ICM4242,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1811,Management and Chemical Industry II,ICM4244,2,2,,2,2,25,4,,,,1900-01-01,1900-01-02
1812,Sugar Technology,ICM4245,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1813,Colour Chemistry and Technology,ICM4246,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1814,Industrial Chemistry Lab.,ICM4247,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1815,Polymer Technology,ICM4248,2,2,,2,2,25,4,,,,1900-01-01,1900-01-02
1816,Polymer Technology,ICM4248,2,2,,2,2,25,4,,,,1900-01-01,1900-01-02
1817,Research Project,ICM4299,6,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1818,Chemistry of Industrial Processes,ICM453,3,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1819,Chemical Processes Technology,ICM454,3,2,,0,2,25,4,,,,1900-01-01,1900-01-02
1820,Macromolecular Chemistry II,ICM455,3,1,,0,2,25,4,,,,1900-01-01,1900-01-02
1821,Elements of Administration,IRP1101,2,1,,0,2,23,1,,,,1900-01-01,1900-01-02
1822,Elements of Sociology,IRP1102,2,1,,0,2,23,1,,,,1900-01-01,1900-01-02
1823,Introduction to Political Science I,IRP1103,2,1,,0,2,23,1,,,,1900-01-01,1900-01-02
1824,Introduction to Law,IRP1201,3,2,,1,2,23,1,,,,1900-01-01,1900-01-02
1825,The Public and Private Sector,IRP1202,3,2,,2,2,23,1,,,,1900-01-01,1900-01-02
1826,Introduction to Political Science,IRP1203,3,2,,1,2,23,1,,,,1900-01-01,1900-01-02
1827,"Business,Government and Society",IRP1204,3,2,,0,2,23,1,,,,1900-01-01,1900-01-02
1828,Introduction to Industrial Relations,IRP2101,3,1,,0,2,23,2,,,,1900-01-01,1900-01-02
1829,Administrative Law 1,IRP2102,2,1,,1,2,23,2,,,,1900-01-01,1900-01-02
1830,Employment Relations Law,IRP2103,2,1,,0,2,23,2,,,,1900-01-01,1900-01-02
1831,Corporate Social Responsibility and Governance,IRP3104,2,1,,2,2,23,3,,,,1900-01-01,1900-01-02
1832,Safety and Service Management ,IRP3105,2,1,,0,2,23,3,,,,1900-01-01,1900-01-02
1833,Introduction to Cost and Management,IRP3107,2,1,,0,2,23,3,,,,1900-01-01,1900-01-02
1834,The State and the Economy,IRP3110,2,1,,2,2,23,3,,,,1900-01-01,1900-01-02
1835,Human Resource Information System for IRP Students,IRP3118,3,1,,0,2,23,3,,,,1900-01-01,1900-01-02
1836,Employee Counselling,IRP3205,3,2,,0,2,23,3,,,,1900-01-01,1900-01-02
1837,Diversity Management,IRP4205,2,2,,2,2,23,4,,,,1900-01-01,1900-01-02
1838,English for Legal Writing,LAW101,2,1,,0,2,21,1,,,,1900-01-01,1900-01-02
1839,Introduction to Logic,LAW102,2,2,,0,2,21,1,,,,1900-01-01,1900-01-02
1840,Clinical Legal Education,LAW4101,2,1,,1,2,21,4,,,,1900-01-01,1900-01-02
1841,Clinical Legal Education,LAW4201,2,2,,1,2,21,4,,,,1900-01-01,1900-01-02
1842,Long Essay,LAW5201,6,2,,0,2,21,5,,,,1900-01-01,1900-01-02
1843,Introduction to Library  information Studies,LIS1101,2,1,,0,2,8,1,,,,1900-01-01,1900-01-02
1844,"Information,Libraries & Society",LIS1102,2,1,,0,2,8,1,,,,1900-01-01,1900-01-02
1845,Introduction to Information Science,LIS1103,2,1,,0,2,8,1,,,,1900-01-01,1900-01-02
