Id,Name,CourseCode,CourseUnit,Semester,Description,courseCategory,DegreeId,DepartmentId,LevelId,Status,Prerequisite,InstitutionProviderId,CreatedDate,UpdatedDate
2414,Endocrinology & Reproductive Physiology,PHS2214,3,2,,0,2,4,2,,,,1900-01-01,1900-01-02
2415,General Physics I,PHY101,2,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2416,General Physics II,PHY102,2,2,,0,2,26,1,,,,1900-01-01,1900-01-02
2417,General Physics III,PHY103,2,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2418,General Physics IV,PHY104,2,2,,0,2,26,1,,,,1900-01-01,1900-01-02
2419,General Practical Physics I,PHY107,1,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2420,General Practical Physics II,PHY108,1,2,,0,2,26,1,,,,1900-01-01,1900-01-02
2421,Mechanics,PHY1101,3,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2422,Heat and Properties of Matter,PHY1103,3,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2423,Physics for Life Sciences I,PHY1105,2,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2424,Experimental Physics I,PHY1107,1,1,,0,2,26,1,,,,1900-01-01,1900-01-02
2425,"Electricity,Magnetism and Optics",PHY1202,3,2,,1,2,26,1,,,,1900-01-01,1900-01-02
2426,Introduction to Electronics,PHY1204,2,2,,1,2,26,1,,,,1900-01-01,1900-01-02
2427,Physics for Life Sciences II,PHY1206,2,2,,0,2,26,1,,,,1900-01-01,1900-01-02
2428,Experimental Physics II,PHY1208,1,2,,1,2,26,1,,,,1900-01-01,1900-01-02
2429,Elementary Modern Physics,PHY2101,3,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2430,Elementary Modern Physics,PHY2101,3,1,,0,2,26,2,,PHY1103,,1900-01-01,1900-01-02
2431,Electronics I,PHY2103,3,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2432,Electronics I,PHY2103,3,1,,2,2,25,2,,,,1900-01-01,1900-01-02
2433,Electronics I,PHY2103,3,1,,2,2,26,2,,,,1900-01-01,1900-01-02
2434,Electronics I,PHY2103,3,1,,1,2,26,2,,,,1900-01-01,1900-01-02
2435,Thermal Physics,PHY2104,3,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2436,Thermal Physics,PHY2104,3,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2437,Experimental Physics III,PHY2105,1,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2438,Experimental Physics III,PHY2105,1,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2439,Electromagnetism,PHY2106,3,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2440,Electromagnetism,PHY2106,3,1,,1,2,26,2,,,,1900-01-01,1900-01-02
2441,Elementary Modern Physics II,PHY2107,3,1,,0,2,26,2,,,,1900-01-01,1900-01-02
2442,Basic Electric Circuits,PHY2201,3,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2443,Basic Electric Circuits ,PHY2201,3,2,,1,2,26,2,,,,1900-01-01,1900-01-02
2444, Waves and Optics,PHY2202,3,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2445,General Physics IV - Waves and Optics,PHY2202,3,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2446,General Physics IV-Waves & Optics,PHY2202,3,2,,1,2,27,2,,,,1900-01-01,1900-01-02
2447, Energy Resources,PHY2203,2,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2448,Energy Resources,PHY2203,2,2,,2,2,25,2,,,,1900-01-01,1900-01-02
2449,General Physics VI - Energy Resources,PHY2203,2,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2450,Experimental Physics IV,PHY2204,1,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2451,Experimental Physics IV,PHY2204,1,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2452,Experimental Physics IV,PHY2204,1,2,,1,2,27,2,,,,1900-01-01,1900-01-02
2453,Basic Experimental Electronics I,PHY2205,1,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2454,SIWES I,PHY2299,3,2,,0,2,26,2,,,,1900-01-01,1900-01-02
2455,Analytical Mechanics I,PHY3101,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2456,Electromagnetic Fields,PHY3103,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2457,Quantum Physics,PHY3105,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2458,Statistical and Thermal Physics,PHY3107,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2459,Energy and Environment,PHY3109,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2460,Fundamentals of Energy processes and Environment,PHY3111,3,1,,2,2,26,3,,,,1900-01-01,1900-01-02
2461,Classical Mechanics I,PHY3113,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2462,General Solid State Physics I,PHY3115,2,1,,1,2,26,3,,,,1900-01-01,1900-01-02
2463,Basic Analog Electronics,PHY3117,3,1,,1,2,26,3,,,,1900-01-01,1900-01-02
2464,Solid State Physics I,PHY3123,2,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2465,Electronic II (Analog Electronics),PHY3161,3,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2466,Experimental Physics III,PHY3193,1,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2467,Experimental Electronics II,PHY3197,1,1,,0,2,26,3,,,,1900-01-01,1900-01-02
2468,Electromagnetic Waves and Optics I,PHY3204,3,2,,0,2,26,3,,,,1900-01-01,1900-01-02
2469,General Solid State Physics II,PHY3206,2,2,,1,2,26,3,,,,1900-01-01,1900-01-02
2470,Experimental Physics VI / Workshop Practical,PHY3208,2,2,,0,2,26,3,,,,1900-01-01,1900-01-02
2471,Classical Mechanics II,PHY3210,3,2,,0,2,26,3,,,,1900-01-01,1900-01-02
2472,Acoustics ,PHY3214,2,2,,1,2,26,3,,,,1900-01-01,1900-01-02
2473,Physics of Solid Devices,PHY3216,2,2,,1,2,26,3,,,,1900-01-01,1900-01-02
2474,"Measurement,Electrical Instrumentation and Control",PHY3218,2,2,,1,2,26,3,,,,1900-01-01,1900-01-02
2475,Classical Physics,PHY3222,2,2,,2,2,26,3,,,,1900-01-01,1900-01-02
2476,SIWES,PHY3297,3,2,,0,2,26,3,,,,1900-01-01,1900-01-02
2477,Student Industrial Work Experience (SIWES),PHY3299,15,2,,0,2,26,3,,,,1900-01-01,1900-01-02
2478,Quantum Mechanics I,PHY4101,3,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2479,Mathematics Method of Physics I,PHY4102,3,1,,0,2,24,4,,,,1900-01-01,1900-01-02
2480,Analytical Physics II,PHY4103,3,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2481,Computational Physics,PHY4104,3,1,,1,2,24,4,,,,1900-01-01,1900-01-02
2482,Experimental Physics IV,PHY4105,1,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2483,Individual Research Seminar,PHY4106,2,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2484,Digital Electronics,PHY4107,2,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2485,"Measurement,Instrumentation and Control",PHY4108,3,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2486,Experimental Electronics,PHY4109,1,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2487,Fundamentals of Digital Electronics,PHY4110,3,1,,1,2,26,4,,,,1900-01-01,1900-01-02
2488,Experimental Physics VII,PHY4111,1,1,,0,2,26,4,,,,1900-01-01,1900-01-02
2489,Electric and Magnetic Properties Material,PHY4113,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2490,Atmospheric Physics,PHY4115,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2491,Medical Nuclear Physics and Instrumentation,PHY4117,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2492,Atomic and Nuclear Physics I,PHY4121,2,1,,1,2,26,4,,,,1900-01-01,1900-01-02
2493,Nuclear and Atomic Physics I,PHY4121,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2494,Biophysics I,PHY4122,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2495,Material Science,PHY4166,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2496,Power Electronics,PHY4167,2,1,,2,2,26,4,,,,1900-01-01,1900-01-02
2497,Geophysics,PHY4181,2,1,,1,2,26,4,,,,1900-01-01,1900-01-02
2498,Quantum Mechanics II,PHY4202,3,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2499,Mathematical Methods of Physics II,PHY4204,3,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2500,Electromagnetic Waves and Optics,PHY4206,3,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2501,Ionospheric Physics,PHY4208,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2502,Biophysics II,PHY4210,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2503,Reactor and Health Physics,PHY4212,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2504,Solid State Physics II,PHY4214,2,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2505,Modern Optics,PHY4216,2,2,,1,2,26,4,,,,1900-01-01,1900-01-02
2506,Atomic and Nuclear Physics II,PHY4222,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2507,Communication Principles,PHY4266,2,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2508,Microwave Devices,PHY4267,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2509,Physics of Solid Devices,PHY4268,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2510,Solar Energy,PHY4270,2,2,,2,2,26,4,,,,1900-01-01,1900-01-02
2511,Vector and Tensor Analysis,PHY4278,3,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2512,Research Project,PHY4295,6,2,,0,2,26,4,,,,1900-01-01,1900-01-02
2513,Legal Methods I,PIL1101,2,1,,0,2,21,1,,,,1900-01-01,1900-01-02
2514,Legal Methods II,PIL1201,2,2,,0,2,21,1,,,,1900-01-01,1900-01-02
2515,Legal Methods II,PIL1202,3,2,,0,2,21,1,,,,1900-01-01,1900-01-02
2516,Constitutional Law 1,PIL2102,4,1,,0,2,21,2,,,,1900-01-01,1900-01-02
2517,Human Rights 1,PIL2103,4,1,,2,2,21,2,,,,1900-01-01,1900-01-02
2518,Administrative Law 1,PIL2104,4,1,,2,2,21,2,,,,1900-01-01,1900-01-02
2519,Nigerian Legal Systems 1,PIL2105,4,1,,0,2,21,2,,,,1900-01-01,1900-01-02
2520,Medical Law 1,PIL2107,4,1,,2,2,21,2,,,,1900-01-01,1900-01-02
2521,Constitutional Law II,PIL2202,4,2,,0,2,21,2,,,,1900-01-01,1900-01-02
2522,Administrative Law II,PIL2204,4,2,,2,2,21,2,,,,1900-01-01,1900-01-02
2523,Nigerian Legal System II,PIL2205,4,2,,0,2,21,2,,,,1900-01-01,1900-01-02
2524,Medical Law 2,PIL2207,4,2,,2,2,21,2,,,,1900-01-01,1900-01-02
2525,Criminal Law I,PIL3101,4,1,,0,2,21,3,,,,1900-01-01,1900-01-02
2526,Law of Torts I,PIL3102,4,1,,0,2,21,3,,,,1900-01-01,1900-01-02
2527,Humanitarian Law 1,PIL3103,4,1,,2,2,21,3,,,,1900-01-01,1900-01-02
2528,Reproductive Health Law 1,PIL3104,4,1,,2,2,21,3,,,,1900-01-01,1900-01-02
2529,Application of Computer to Legal Studies,PIL3105,3,1,,1,2,21,3,,,,1900-01-01,1900-01-02
2530,Criminal Law II,PIL3201,4,2,,0,2,21,3,,,,1900-01-01,1900-01-02
2531,Law of Torts II,PIL3202,4,2,,0,2,21,3,,,,1900-01-01,1900-01-02
2532,Humanitarian Law II,PIL3203,4,2,,2,2,21,3,,,,1900-01-01,1900-01-02
2533,Reproductive Health Law II,PIL3204,4,2,,2,2,21,3,,,,1900-01-01,1900-01-02
2534,Law of Evidence 1,PIL4101,4,1,,0,2,21,4,,,,1900-01-01,1900-01-02
2535,Labour Law 1,PIL4102,4,1,,2,2,21,4,,,,1900-01-01,1900-01-02
2536,Environmental Law 1,PIL4103,4,1,,2,2,21,4,,,,1900-01-01,1900-01-02
2537,International Human Rights 1,PIL4104,4,1,,2,2,21,4,,,,1900-01-01,1900-01-02
2538,Alternative Dispute Resolution 1,PIL4105,4,1,,2,2,21,4,,,,1900-01-01,1900-01-02
2539,Law of Evidence II,PIL4201,4,2,,0,2,21,4,,,,1900-01-01,1900-01-02
2540,Labour Law II,PIL4202,4,2,,2,2,21,4,,,,1900-01-01,1900-01-02
2541,Environmental Law II,PIL4203,4,2,,2,2,21,4,,,,1900-01-01,1900-01-02
2542,International Human Rights II,PIL4204,4,2,,2,2,21,4,,,,1900-01-01,1900-01-02
2543,Alternate Dispute Resolution II,PIL4205,4,2,,2,2,21,4,,,,1900-01-01,1900-01-02
2544,Jurisprudence and Legal Theory 1,PIL5101,4,1,,0,2,21,5,,,,1900-01-01,1900-01-02
2545,Public International Law 1,PIL5102,4,1,,2,2,21,5,,,,1900-01-01,1900-01-02
2546,Criminology 1,PIL5103,4,1,,2,2,21,5,,,,1900-01-01,1900-01-02
2547,Oil and Gas Law 1,PIL5104,4,1,,2,2,21,5,,,,1900-01-01,1900-01-02
2548,Civil Procedure ,PIL5105,4,1,,2,2,21,5,,,,1900-01-01,1900-01-02
2549,International Trade and Investment Law 1,PIL5106,4,1,,2,2,21,5,,,,1900-01-01,1900-01-02
2550,Jurisprudence and Legal Theory II,PIL5201,4,2,,0,2,21,5,,,,1900-01-01,1900-01-02
2551,Public International Law II,PIL5202,4,2,,2,2,21,5,,,,1900-01-01,1900-01-02
2552,Criminology II,PIL5203,4,2,,2,2,21,5,,,,1900-01-01,1900-01-02
2553,Oil and Gas Law II,PIL5204,4,2,,2,2,21,5,,,,1900-01-01,1900-01-02
2554,Criminal Procedure,PIL5205,4,2,,2,2,21,5,,,,1900-01-01,1900-01-02
2555,International Trade and Investment Law II,PIL5206,4,2,,2,2,21,5,,,,1900-01-01,1900-01-02
2556,Introductory Physiology and Blood,PIO201,2,1,,0,2,4,2,,,,1900-01-01,1900-01-02
2557,Physiology of Excitable Tissues,PIO203,2,1,,0,2,4,2,,,,1900-01-01,1900-01-02
2558,Endocrinology & Reproductive Physiology,PIO214,3,2,,0,2,4,2,,,,1900-01-01,1900-01-02
2559,Introduction to Cardiovascular and Respiratory Physiology,PIO214,2,2,,0,2,4,2,,,,1900-01-01,1900-01-02
2560,Gastrointestinal Physiology,PIO216,2,2,,0,2,4,2,,,,1900-01-01,1900-01-02
2561,Introduction to Political Science,POL101,2,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2562,Introduction to African Politics,POL102,2,2,,0,2,31,1,,,,1900-01-01,1900-01-02
2563,Organisation of Government,POL103,2,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2564,Nigerian Legal Systems,POL104,2,2,,0,2,31,1,,,,1900-01-01,1900-01-02
2565,Nigerian Constitutional Development,POL105,2,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2566,Introduction to Political Science,POL1101,3,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2567,Introduction to Constitutional Development,POL1103,3,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2568,Nigeria Legal System I,POL1105,2,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2569,Introduction to Statistics for Political Science,POL1107,2,1,,0,2,31,1,,,,1900-01-01,1900-01-02
2570,Organization of Government,POL1202,3,2,,0,2,31,1,,,,1900-01-01,1900-01-02
2571,The Citizen and the State,POL1204,3,2,,0,2,31,1,,,,1900-01-01,1900-01-02
2572,Nigeria Legal System II,POL1206,2,2,,0,2,31,1,,,,1900-01-01,1900-01-02
2573,Elements of Democracy,POL1208,2,2,,0,2,31,1,,,,1900-01-01,1900-01-02
2574,Nigeria Government and Politics,POL2101,3,1,,0,2,31,2,,,,1900-01-01,1900-01-02
2575,Political Ideas,POL2103,2,1,,0,2,31,2,,,,1900-01-01,1900-01-02
2576,Introduction to International Relations,POL2105,3,1,,0,2,31,2,,,,1900-01-01,1900-01-02
2577,Introduction to Local Government,POL2107,3,1,,0,2,31,2,,,,1900-01-01,1900-01-02
2578,Statistics for Political Science,POL2109,3,1,,0,2,31,2,,,,1900-01-01,1900-01-02
2579,Introduction to African Politics,POL2202,2,2,,0,2,31,2,,,,1900-01-01,1900-01-02
2580,Introduction to Political Analysis,POL2204,2,2,,0,2,31,2,,,,1900-01-01,1900-01-02
2581,Foundations of Political Economy,POL2206,2,2,,0,2,31,2,,,,1900-01-01,1900-01-02
2582,Introduction to Public Administration,POL2208,2,2,,0,2,31,2,,,,1900-01-01,1900-01-02
2583,Introduction to Comparative Politics,POL2210,2,2,,0,2,31,2,,,,1900-01-01,1900-01-02
2584,Methodology of Conflict Resolution,POL2212,2,2,,0,2,31,2,,,,1900-01-01,1900-01-02
2585,History of Political Thought,POL3101,3,1,,0,2,31,3,,,,1900-01-01,1900-01-02
2586,Logic and Methods of Political Inquiry,POL3103,2,1,,0,2,31,3,,,,1900-01-01,1900-01-02
2587,Political Behaviour,POL3105,2,1,,0,2,31,3,,,,1900-01-01,1900-01-02
2588,Comparative Federalism,POL3107,3,1,,0,2,31,3,,,,1900-01-01,1900-01-02
2589,Gender Studies and Development,POL3109,3,1,,0,2,31,3,,,,1900-01-01,1900-01-02
2590,Methodology of Comparative Politics,POL3111,2,1,,0,2,31,3,,,,1900-01-01,1900-01-02
2591,Theories and Practice of Administration,POL3113,3,1,,2,2,31,3,,,,1900-01-01,1900-01-02
2592,Theories and Practice of  Marxism,POL3115,3,1,,2,2,31,3,,,,1900-01-01,1900-01-02
2593,Theories of War and Peace,POL3119,2,1,,2,2,31,3,,,,1900-01-01,1900-01-02
2594,Contemporary Political Analysis,POL3202,3,2,,0,2,31,3,,,,1900-01-01,1900-01-02
2595,Public Policy Analysis,POL3204,3,2,,0,2,31,3,,,,1900-01-01,1900-01-02
2596,Public Administration in Nigeria,POL3206,3,2,,0,2,31,3,,,,1900-01-01,1900-01-02
2597,Theories of International Relations,POL3208,2,2,,0,2,31,3,,,,1900-01-01,1900-01-02
2598,Politics of Development and Underdevelopment,POL3210,3,2,,0,2,31,3,,,,1900-01-01,1900-01-02
2599,International Economic Relations,POL3212,3,2,,2,2,31,3,,,,1900-01-01,1900-01-02
2600,Government and Administration of Urban System,POL3214,3,2,,2,2,31,3,,,,1900-01-01,1900-01-02
2601,"Science,Technology and Politics",POL3216,3,2,,2,2,31,3,,,,1900-01-01,1900-01-02
2602,Governance and Conflict in Africa,POL4101,3,1,,0,2,31,4,,,,1900-01-01,1900-01-02
2603,Military and Politics,POL4103,3,1,,0,2,31,4,,,,1900-01-01,1900-01-02
2604,Third World and Dependency,POL4105,3,1,,0,2,31,4,,,,1900-01-01,1900-01-02
2605,Nigerian Foreign Policy,POL4107,3,1,,0,2,31,4,,,,1900-01-01,1900-01-02
2606,Environmental Politics and Climate Change,POL4109,3,1,,0,2,31,4,,,,1900-01-01,1900-01-02
2607,Development Administration,POL4111,3,1,,2,2,31,4,,,,1900-01-01,1900-01-02
2608,Electoral Democracy and Administration of Elections,POL4113,3,1,,2,2,31,4,,,,1900-01-01,1900-01-02
2609,Public Finance Administration,POL4115,3,1,,2,2,31,4,,,,1900-01-01,1900-01-02
2610,Politics of the Middle East,POL4117,3,1,,2,2,31,4,,,,1900-01-01,1900-01-02
2611,Politics of Globalization and Reforms,POL4119,3,1,,2,2,31,4,,,,1900-01-01,1900-01-02
2612,Political Parties and Pressure Groups,POL4121,3,1,,2,2,31,4,,,,1900-01-01,1900-01-02
2613,Politics and Law in Africa,POL4202,3,2,,0,2,31,4,,,,1900-01-01,1900-01-02
2614,State and Economy,POL4204,3,2,,0,2,31,4,,,,1900-01-01,1900-01-02
2615,African Political Thought,POL4206,3,2,,0,2,31,4,,,,1900-01-01,1900-01-02
2616,Nigeria Local Government,POL4210,3,2,,2,2,31,4,,,,1900-01-01,1900-01-02
2617,International and Organization,POL4212,3,2,,2,2,31,4,,,,1900-01-01,1900-01-02
2618,Political Sociology,POL4214,3,2,,2,2,31,4,,,,1900-01-01,1900-01-02
2619,Inter Governmental Relations,POL4216,3,2,,2,2,31,4,,,,1900-01-01,1900-01-02
2620,International Politics of Mass Communication,POL4218,3,2,,2,2,31,4,,,,1900-01-01,1900-01-02
2621,Research Project/ Original Essay,POL4299,6,2,,0,2,31,4,,,,1900-01-01,1900-01-02
2622,Introduction Psychology,PSY101,2,1,,0,2,21,1,,,,1900-01-01,1900-01-02
2623,Legal Methods,PUL101,4,1,,0,2,21,1,,,,1900-01-01,1900-01-02
2624,Legal Methods,PUL102,4,2,,0,2,21,1,,,,1900-01-01,1900-01-02
2625,Basic Radiation Physics I,RAD2101,2,1,,0,2,6,2,,,,1900-01-01,1900-01-02
2626,Introduction Radiographic Procedures,RAD2102,1,1,,0,2,6,2,,,,1900-01-01,1900-01-02
2627,"Basic Patient Care,Procedures and Ethics",RAD2103,2,1,,0,2,6,2,,,,1900-01-01,1900-01-02
2628,Basic Radiation Physics II,RAD2201,2,2,,0,2,6,2,,,,1900-01-01,1900-01-02
2629,Hospital Practice and Nursing Care,RAD2202,3,2,,0,2,6,2,,,,1900-01-01,1900-01-02
2630,Students Industrial Work Experience (SIWES),RAD2299,3,2,,0,2,6,2,,,,1900-01-01,1900-01-02
2631,Radiographic Anatomy and Physiology I,RAD3101,3,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2632,Computer Applications in Radiography,RAD3102,2,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2633,Radiation Biology,RAD3103,3,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2634,Radiation Protection & Dosimetry  ,RAD3104,3,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2635,Radiographic Technique and Positioning I ,RAD3105,3,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2636,Principles of General Pathology ,RAD3106,3,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2637,Psychology for Radiographers,RAD3107,2,1,,0,2,6,3,,,,1900-01-01,1900-01-02
2638,Radiographic Anatomy and Physiology II,RAD3201,3,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2639,Radiographic Pathology (Pathology II) ,RAD3202,2,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2640,Radiographic Image Production and Evaluation I,RAD3203,3,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2641,Radiographic Technique and Positioning II ,RAD3204,3,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2642,Radiographic Equipment and Operation I,RAD3205,3,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2643,Clinical Posting I,RAD3206,3,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2644,Clinical Biochemistry and Immunology,RAD3207,2,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2645,Students Industrial Work Experience (SIWES),RAD3299,3,2,,0,2,6,3,,,,1900-01-01,1900-01-02
2646,Basic Principles of Pharmacology and Therapeutics,RAD4102,2,1,,0,2,6,4,,,,1900-01-01,1900-01-02
2647,Radiographic Image Production and Evaluation II,RAD4106,2,1,,0,2,6,4,,,,1900-01-01,1900-01-02
2648,Radiographic Equipment and Operation II,RAD4108,2,1,,0,2,6,4,,,,1900-01-01,1900-01-02
2649,Radiographic Image Production and Evaluation III,RAD4203,2,2,,0,2,6,4,,,,1900-01-01,1900-01-02
2650,Research Seminar Departmental Colloquium),RAD4204,2,2,,0,2,6,4,,,,1900-01-01,1900-01-02
2651,Radiographic Equipment and Operation III ,RAD4205,2,2,,0,2,6,4,,,,1900-01-01,1900-01-02
2652,Clinical Positioning III,RAD4206,3,2,,0,2,6,4,,,,1900-01-01,1900-01-02
2653,Radiographic Equipment and Operation IV,RAD5105,2,1,,0,2,6,5,,,,1900-01-01,1900-01-02
2654,Magnetic Resonance Imaging II,RAD5106,2,1,,0,2,6,5,,,,1900-01-01,1900-01-02
2655,Professional Qualification and Career Preparation,RAD5108,2,1,,0,2,6,5,,,,1900-01-01,1900-01-02
2656,Dental Radiography,RAD5202,1,2,,0,2,6,5,,,,1900-01-01,1900-01-02
2657,Radiographic Image Production and Evaluation V,RAD5204,2,2,,0,2,6,5,,,,1900-01-01,1900-01-02
2658,Medical Law and Jurisprudence for Radiography,RAD5207,2,2,,1,2,6,5,,,,1900-01-01,1900-01-02
2659,Sources of Christianity,RCS101,3,1,,0,2,20,1,,,,1900-01-01,1900-01-02
2660,Entrepreneurship in CRS,RCS103,3,1,,0,2,20,1,,,,1900-01-01,1900-01-02
2661,Greek Grammar and Syntax,RCS104,3,2,,0,2,20,1,,,,1900-01-01,1900-01-02
2662,Pauline Epistles,RCS106,3,2,,0,2,20,1,,,,1900-01-01,1900-01-02
2663, Hebrew Grammar and Syntax,RCS107,3,1,,0,2,20,1,,,,1900-01-01,1900-01-02
2664,The Synoptic Gospels,RCS109,3,1,,0,2,20,1,,,,1900-01-01,1900-01-02
2665,The Formative Period of Israelite History,RCS1101,3,1,,0,2,20,1,,,,1900-01-01,1900-01-02
2666,The Synoptic Gospels,RCS1102,3,1,,0,2,20,1,,,,1900-01-01,1900-01-02
2667,The Church in the Apostolic Age,RCS1103,3,1,,2,2,20,1,,,,1900-01-01,1900-01-02
2668,Critical Introduction to the Old Testament,RCS2101,3,1,,0,2,20,2,,,,1900-01-01,1900-01-02
2669,Introduction to Greek Grammar,RCS2102,3,1,,0,2,20,2,,,,1900-01-01,1900-01-02
2670,History and Doctrine of the Early Church,RCS2103,3,1,,2,2,20,2,,,,1900-01-01,1900-01-02
2671,Old Testament Background,RCS2104,3,1,,2,2,20,2,,,,1900-01-01,1900-01-02
2672,Critical Introduction to the New Testament,RCS2201,3,2,,2,2,20,2,,,,1900-01-01,1900-01-02
2673,Greek Grammar and Syntax,RCS2202,3,2,,0,2,20,2,,,,1900-01-01,1900-01-02
2674,Introduction to Hebrew Grammar,RCS2203,3,2,,0,2,20,2,,,,1900-01-01,1900-01-02
2675,Introduction to Systematic Theology,RCS2204,3,2,,2,2,20,2,,,,1900-01-01,1900-01-02
2676,Introduction to Pentateuch with Emphasis on Genesis,RCS2205,3,2,,2,2,20,2,,,,1900-01-01,1900-01-02
2677,New Testament Background,RCS2206,3,2,,2,2,20,2,,,,1900-01-01,1900-01-02
2678,Hebrew Grammar and Syntax,RCS3101,3,1,,0,2,20,3,,,,1900-01-01,1900-01-02
2679,Religion of Israel and Judah,RCS3102,3,1,,0,2,20,3,,,,1900-01-01,1900-01-02
2680,Exegesis of John,RCS3103,3,1,,0,2,20,3,,,,1900-01-01,1900-01-02
2681,African Church Fathers,RCS3104,3,1,,2,2,20,3,,,,1900-01-01,1900-01-02
2682,Christian Ethics in a Contemporary Society,RCS3105,3,1,,2,2,20,3,,,,1900-01-01,1900-01-02
2683,Soteriology,RCS3106,3,1,,2,2,20,3,,,,1900-01-01,1900-01-02
2684,Ancient Prophets in Israel,RCS3201,3,2,,0,2,20,3,,,,1900-01-01,1900-01-02
2685,Messianic Concept and Figure,RCS3202,3,2,,2,2,20,3,,,,1900-01-01,1900-01-02
2686,The Reformation,RCS3203,3,2,,0,2,20,3,,,,1900-01-01,1900-01-02
2687,Studies in the Epistles I,RCS3204,3,2,,2,2,20,3,,,,1900-01-01,1900-01-02
2688,The Gospel according to St. Matthew,RCS3205,3,2,,0,2,20,3,,,,1900-01-01,1900-01-02
2689,Theology of the Old Testament,RCS4101,3,1,,0,2,20,4,,,,1900-01-01,1900-01-02
2690,Literature and Theology of St. Luke Gospel,RCS4102,3,1,,0,2,20,4,,,,1900-01-01,1900-01-02
2691,Expansion of Christianity In West Africa Up To 1914,RCS4103,3,1,,0,2,20,4,,,,1900-01-01,1900-01-02
